51.080550174079065,58.92327886343217,791.8974618149147,259.6100000000006,0.02999999999999403,-2.150000000000091,0.02,-0.04,-0.02
-100.64022452731092,54.94793855042017,788.6172794117647,259.6400000000003,150.59,-2.0499999999999545,0.04,-0.03,-0.02
-103.91803552350427,153.03131677350427,793.0399572649573,259.8299999999999,150.6,-102.01999999999998,0.04,-0.03,-0.02
258.7006056808688,162.93481098579784,798.5226608187135,259.85000000000036,-210.70999999999998,-101.49000000000001,-0.05,-0.02,0.0
257.172109375,162.715625,898.0853125,359.7300000000005,-211.01999999999998,-102.75999999999999,-0.05,-0.04,0.01
263.4028901046622,-2.8424393992328736,889.6506898192198,358.5500000000002,-211.10000000000002,64.17000000000007,-0.05,-0.1,0.01
352.58325520833336,-1.5431722005208333,889.7995833333333,358.5700000000006,-301.54,64.54999999999995,-0.07,-0.09,0.02
66.30764144434222,-9.350152907946182,888.309337626495,358.8600000000006,-14.490000000000002,63.710000000000036,0.03,-0.11,0.0
-173.75355965227817,-15.920699377997602,882.5176858513189,358.77000000000044,225.79,63.75,0.04,-0.1,0.0
-175.45501104023552,-79.15911739450442,922.0265578999018,398.5700000000006,225.82,123.66000000000008,0.04,-0.11,-0.01
-170.1019446942446,-198.06706384892087,916.3662769784173,398.4400000000005,225.78,243.99,0.04,-0.1,-0.01
32.79697335881295,-193.71664632579652,922.7876413155191,398.52000000000044,22.689999999999998,243.58999999999992,0.07,-0.11,-0.01
216.59471726190475,-187.24657738095237,923.9517857142857,398.78000000000065,-159.84,243.80999999999995,0.09,-0.11,-0.01
297.5844419984686,-182.20538619831547,923.8295367534456,398.97000000000025,-240.7,244.0,0.1,-0.1,-0.01
